presente trabalho investigou fenômeno corrupção brasileiro impactos desenvolvimento nacional análises empíricas indicadores econômicos financeiros índices competitividade publicado world índice percepção corrupção divulgado international analisar percepção corrupção fragilidade instituições contexto brasileiro apresentam desempenho indicadores econômicos financeiros período compreendido objetivos específicos buscou avaliar discutir índice percepção corrupção relacionando resultados econômicos financeiros taxa desemprego capita renda capita média comparar índices competitividade global medem custos transações direitos propriedade carga regulamentação governamental eficiência sistemas legais judiciais empresas resolução litígios indicador mede indivíduos instituições empresas obter justiça judicial decisões governamentais conceber método científico investigação empregando exploratória natureza qualitativa técnica fenomenológica tendo suporte informações obtidas observações análises documentais bases vive desafios transpor padrões históricos matriz institucional culturais remontam período práticas corruptas evidenciou contradição tomando base conceitos economia institucional aliado fragilidade instituições combinando péssimo desempenho índice percepção corrupção resultados satisfatórios quesito indicador competitividade desfecho deveria evidenciar quadro pobreza fracasso econômico brasileiro entanto apesar manter performance abaixo índice percepção corrupção desempenho quesito indicador econômico financeiro evidenciaram tendência desenvolvimento nacional prosperidade contrariando conceitos propostos	train	2017
inquérito policial método investigação sofre críticas severas fundadas senso comum eficiência investigação policial relatório técnico apresentar critérios avaliação eficiência investigação policial realizada inquérito policial legislação regula investigação inquérito policial descritivo natureza quantitativa realizada documental bibliográfica survey utilizando métodos questionário secundários bibliográfica documental estabelecimento parâmetros aferição eficiência aplicados prática verificar influência recursos disponíveis investigação humanos materiais obtido polícia alta eficiência investigações realiza observar influência recursos utilizados eficiência investigações policiais necessário acrescentar parâmetros custo buscar influência recursos utilizados necessário estabelecer casos investigados tendo vista incidência alta investigações inexistência crime	train	2017
presente verificar atual situação estrutura auditoria interna sergipe identificar aspectos passíveis melhoria prol atuação eficiente eficaz órgão presente trabalho utilizada documental aplicação observação participante coleta resultados evidenciaram existem aspectos serem aprimorados categorias utilizadas mesmos possuem direta indireta estrutura auditoria interna vinculada instituição objeto atuação caso sergipe de iante informações obtidas intuito aprimorar atuação órgão importante gestão controles institucionais propôs centralização auditorias internas instituições federais ensino único órgão diretamente vinculado ministério educação apresentando aspectos positivos negativos modificação demonstrando importância debate âmbito sergipe instituições federais ensino frente mudança	train	2017
trabalho conclusão avaliar necessidade integração macro funções auditoria ouvidoria correição prevenção executadas ministério transparência união controle interno intuito conferir atendimento premissas accountability gestão brasileira aporte teórico fundamentado funções controle administração atribuições controladoria execução macro funções discussão fortalecimento controle interno atingimento accountability concepção caso utilizou método científico investigação descritiva exploratória documental levantamento estudos necessidade estrutura normativa inclusão atividades instituições constituição respaldar atividades executadas controle interno permitam efetividade atuação	train	2017
reconhecida importância média gestão execução estratégia organizações redes sociais forte impacto compartilhamento informações formação opiniões sujeitos envolvidos investigar influência estrutura redes sociais gestores intermediários percepção mesmos desempenho sustentabilidade competências essenciais organização caso estratégia caso alagoas ufal usados métodos variados coleta incluindo entrevistas documental aplicação questionários analisados redes sociais descrição estrutura redes gestores intermediários tipos relacionamentos avaliados indicaram redes descentralizadas quase mesmos atores centrais avaliação competências identificadas performance moderada alto caráter tácito moderado alto robustez consenso gestores de iante destes resultados elaborado plano ação intervenções importantes promover interação rede contribuindo dispersão conhecimento competências formalização conhecimentos tácitos dispersos organização redes sociais competências tema merece aprofundamento futuras pesquisas ampliação replicação de este organizações características distintas	train	2017
accountability controle social ganhado destaque pesquisas acadêmicas rotinas administrativas gestão contexto trabalho investigou accountability social controle finalístico demonstrando medida acesso informação auxilia controle modo referida tange informações ativas sendo aplicada ufcg base portal internet modo desenvolvidos objetivos específicos demonstrar medida acesso informação auxilia controle social identificar modo acesso informação tange informações ativas sendo aplicada ufcg analisar verificação aplicação acesso informação accountability social relacionado controle finalístico ufcg desenvolvimento metodologia natureza tratada aplicada possuindo exploratório abordagem qualitativa utilizando técnica investigação indutiva procedimentos bibliográfica documental levantamento aplicação questionários junto professores estudantes curso tecnologia gestão centro desenvolvimento sustentável semiárido cdsa ufcg investigar percepções de este respeito processos accountability controle social base portais internet ufcg parâmetros acesso informação apresentação resultados realizada tabulação quantitativos resultados medidos utilizando estatística descritiva possibilitou seguida desenvolvido plano ação consequência resultados práticos alcançados revisão literatura resultados respostas pesquisados efetuadas sugestões recomendações gestores instituição pesquisada identificar modo concerne informações ativas sendo aplicada ufcg existe favorável percepção pesquisados aplicação todavia específicos necessitam serem melhorados conforme longo demonstrar medida auxilia controle social examinar accountability social relacionado controle finalístico ufcg indícios positiva exercício controle social percepção controle exigir gestor atuação direcionada satisfação interesses sociais colaborando finalidades ufcg sejam atingidas	train	2017
inovação brasileiro constante construção formulação leis contribuam desenvolvimento inovação avance patamares competitivos estratégias governamentais últimas décadas amparada incentivos legais parcerias formam redes intuito inovação tecnológica nacional fiocruz maiores instituições américa latina constituindo maneira importante instituição analisar repercussão preceitos normativos resultados contexto trabalho analisar resultados geração transferência tecnologias fiocruz necessário compreender ambiente organizacional identificar relacionamento unidades fiocruz parceiros externos rotas transferências tecnológicas utilizados secundários primários fornecidos organização pesquisada revelou geração transferência tecnologias mediado redes inovação sendo pedidos patentes depósitos motivaram contratos transferência ocorreram formação redes unidades fiocruz parcerias externas campos conhecimento cobertos tecnologias geradas individualmente redes abrangentes fato conforme classificação internacional patentes fiocruz possui depósitos seções existentes evidência importante necessário destacar despeito tecnológica definida seção necessidades humanas difusas identificadas mapeamento trabalho outro aspecto identificado analisado proporção encontrada depósitos patentes concessões quantos depósitos subsidiaram contratos transferência tecnologia	train	2017
trabalho ocupa papel central vida homem podendo fonte sofrimento trabalhador acarretando casos doenças físicas contribuir tornar ambiente trabalho saudável trabalhador proporcionando satisfação trabalho investigar percepção servidores qualidade vida trabalho reitoria ifsuldeminas atingir trabalho dividido partes introdução considerações trabalho capítulo destinado qualidade vida trabalho modelos procedimentos metodológicos considerações finais proposta intervenção caracterizada descritiva exploratória utilizando abordagem quantitativa qualitativa coleta realizada questionário adaptado albuquerque baseado modelo walton houve retorno aproximadamente questionários entregues resultados apontaram servidores satisfeitos fatores compõe modelo walton identificados fatores percepção servidores influenciar negativamente equidade salarial externa provocada carga horária interferência trabalho vida pessoal ausência voltadas lazer sugeridas trabalho propostas intervenção problemas	train	2017
comunicação papel relevância desenvolvimento humanidade indo passando surgimento fala escrita rádio televisão dias atuais tecnologias informação comunicação capacidade otimizar processos comunicativos dinamicidade contemporânea pessoas organizações exige atenção comunicação garantir agilidade qualidade inerente complexidade organizações modernas oferecer características simultaneamente sendo trabalho avaliar qualidade comunicação campus avançado varginha alfenas procurando questionários aplicados alunos graduação técnicos administrativos funcionários terceirizados professores identificar características possíveis falhas possam exploradas propor aperfeiçoamentos comunicativo visando tornar instituição eficaz aspecto obtidos analisados maneira procurar melhores formas entender comportamento grupos compõem comunidade acadêmica campus resultados demonstram comunicação vista varia predominantemente regular realizada segmentos encontrou distinções capazes justificar intervenções pontuais grupos questionário trouxe série relato falhas comunicação ocorridas campus utilizadas formulação propostas intervenções capazes proporcionar avanço condição comunicativo campus	train	2017
política transformar realidade usando meios coerentes visão atores problema soluções programa ciência fronteira parceria concede bolsas intercâmbio alunos graduação centros educacionais destaque tecnologia inovação objetivos incrementar produção acadêmica cunho científico convivência nesses centros responder efetividade promoção visibilidade internacional acadêmica científica realizada centro ciências exatas tecnológicas viçosa avaliar efetividade promoção visibilidade internacional acadêmica científica realizada referido centro especificamente descrever programa multidimensional proposta estudos destacar elementos possam associadas efetividade identificar evolução índice beneficiários beneficiários programa período método classificada quantitativa qualitativa caracterizada descritiva explicativa trabalho empírico constou documental quantitativa indicadores visibilidade acadêmica software spss testes confiança grupos alunos beneficiários considerando períodos implementação política usando parâmetro pontuações promoveu visibilidade acadêmica ambiente qualitativa balizou efetividade feita dimensões propostas conceitos submetidos pressupostos mostrou possui obstáculos efetividade seja detalhamento objetivos previsão métodos avaliativos desequilíbrios atribuições atores trouxe impacto desejado ocorrência casos pontuais iniciativa análises futuras mesma metodologia instituições	train	2017
